courseNumber,courseName,departmentName,credit,hours,campusName,avg_pjf,avg_yxl,avg_aplus,max_aplus,max_yxl,min_yxl,avg_xkrs,avg_jgl,min_jgl,teacherName,teachingPlace
0100100001,《论语》,人文学院,2.0,36,粤海校区,80.39999999999999,0.0,0.0,0.0,0.0,0.0,20.666666666666668,100.0,100.0,王立新,1-18周 星期一 第3-4节 汇文楼H2-303
0100170003,《庄子》导读,人文学院,2.0,36,粤海校区,78.25,4.35,1.0,2.0,8.7,0.0,15.5,100.0,100.0,"黎业明,李辰","1-18周 星期一 第11-12节 汇文楼H3-301
1-18周 星期二 第13-14节 汇文楼H3-203"
0100190003,欧美现代小说研究,人文学院,2.0,36,粤海校区,81.16,2.33,1.0,1.0,2.33,2.33,43.0,100.0,100.0,林艳,1-18周 星期二 第11-12节 汇文楼H3-203
0100520001,当代诺贝尔文学奖小说研究,人文学院,2.0,36,粤海校区,84.744,7.17,3.0,8.0,20.0,0.0,39.6,100.0,100.0,张霁,1-18周 星期三 第9-10节 汇文楼H3-204
0100590001,当代西方文化思潮,人文学院,2.0,36,粤海校区,81.8,1.585,1.0,2.0,3.17,0.0,51.5,100.0,100.0,金文野,1-18周 星期四 第11-12节 汇紫楼A307
0100610001,当代新儒学,人文学院,2.0,36,粤海校区,79.23666666666666,10.07,1.3333333333333333,2.0,15.38,7.14,13.333333333333334,100.0,100.0,冯骏豪,1-18周 星期三 第11-12节 汇文楼H2-303
0100760001,东方文学,人文学院,2.0,36,粤海校区,76.68,0.0,0.0,0.0,0.0,0.0,22.0,100.0,100.0,杨晓霞,1-18周 星期四 第7-8节 汇文楼H3-102
0100800001,儿童文学,人文学院,2.0,36,粤海校区,82.67,11.11,1.0,1.0,11.11,11.11,9.0,100.0,100.0,张木荣,1-18周 星期五 第7-8节 汇文楼H3-203
0101120001,古代汉语（下）,人文学院,2.0,36,粤海校区,76.83,4.45,6.333333333333333,11.0,7.62,0.0,118.66666666666669,100.0,100.0,"宫钦第,宫钦第","1-18周 星期一 第7-8节 汇文楼H3-102
1-18周 星期一 第3-4节 汇文楼H3-202"
0101230001,中国古代文学（2）,人文学院,3.0,54,粤海校区,78.95,2.686666666666667,3.6666666666666665,6.0,4.59,0.0,92.66666666666669,100.0,100.0,"李松荣,李松荣","1-18周 星期二 第7-9节 汇文楼H3-302
1-18周 星期五 第3-5节 汇文楼H3-204"
0101350001,古希腊哲学,人文学院,2.0,36,粤海校区,74.735,5.0,1.0,2.0,10.0,0.0,27.0,100.0,100.0,赵东明,1-18周 星期一 第9-10节 汇文楼H3-104
0101660001,基础写作（下）,人文学院,2.0,36,粤海校区,80.90666666666667,0.0,0.0,0.0,0.0,0.0,93.66666666666669,100.0,100.0,"张木荣,张木荣","1-18周 星期二 第3-4节 汇文楼H3-102
1-18周 星期二 第7-8节 汇文楼H3-304"
0101840001,康德、黑格尔哲学,人文学院,2.0,36,粤海校区,74.97333333333334,2.6633333333333336,0.6666666666666666,1.0,4.76,0.0,27.33333333333333,100.0,100.0,赵东明,1-18周 星期三 第9-10节 汇文楼H3-102
0101920010,现代汉语（下）,人文学院,3.0,54,粤海校区,81.37,0.0,0.0,0.0,0.0,0.0,83.0,100.0,100.0,"董理,丘学强","1-18周 星期三 第3-5节 汇文楼H3-203
1-18周 星期三 第3-5节 汇文楼H3-201"
0101920011,中国古代文学（2）,人文学院,2.0,36,粤海校区,79.94,0.0,0.0,0.0,0.0,0.0,64.0,100.0,100.0,"黄金鹏,黄金鹏","1-18周 星期三 第3-4节 汇文楼H3-202
1-18周 星期三 第7-8节 汇文楼H3-202"
0101920012,中国古代文学（4）,人文学院,2.0,36,粤海校区,,,,,,,,,,高志忠,1-18周 星期二 第3-4节 汇文楼H3-204
0101920013,古代汉语（上）,人文学院,3.0,54,粤海校区,74.59,0.0,0.0,0.0,0.0,0.0,86.0,100.0,100.0,"张静,张静","1-18周 星期四 第3-5节 汇文楼H3-103
1-18周 星期一 第3-5节 汇文楼H3-103"
0101920017,中国戏曲史专题赏析,人文学院,2.0,36,粤海校区,83.39,6.06,2.0,2.0,6.06,6.06,33.0,100.0,100.0,赵建坤,1-18周 星期一 第11-12节 汇文楼H3-401
0101920023,中国近代诗歌赏析,人文学院,2.0,36,粤海校区,82.81,6.25,1.0,1.0,6.25,6.25,16.0,100.0,100.0,张晓伟,1-18周 星期四 第11-12节 汇文楼H3-203
0101920028,近现代历史框架下的漫画艺术,人文学院,2.0,36,粤海校区,77.23,10.0,4.0,4.0,10.0,10.0,40.0,100.0,100.0,"张晓语,张晓语","1-18周 星期一 第11-12节 汇文楼H3-304
1-18周 星期二 第11-12节 南304"
0101920029,中国哲学的人概念,人文学院,2.0,36,粤海校区,,,,,,,,,,冯骏豪,1-18周 星期四 第13-14节 汇文楼H3-204
0101920030,经典文学作品选读,人文学院,2.0,36,粤海校区,,,,,,,,,,"李松荣,金春媛,柴婕,黄金鹏,黄金鹏","1-18周 星期五 第1-2节 汇文楼H3-102
1-18周 星期四 第3-4节 汇文楼H3-203
1-18周 星期五 第3-4节 汇文楼H3-302
1-18周 星期四 第3-4节 汇文楼H3-204
1-18周 星期四 第7-8节 汇文楼H3-103"
0101920038,哲学经典与人生,人文学院,2.0,36,粤海校区,,,,,,,,,,"王帅,王帅,王立新","1-18周 星期一 第1-2节 汇文楼H3-103
1-18周 星期一 第3-4节 汇文楼H3-204
1-18周 星期二 第9-10节 汇文楼H3-403"
0101920042,科幻文学导论,人文学院,2.0,36,粤海校区,,,,,,,,,,江玉琴,1-18周 星期五 第7-8节 汇文楼H3-202
0101920046,宋代诗话的美学世界,人文学院,2.0,36,粤海校区,,,,,,,,,,"周萌,肖浪","1-18周 星期五 第3-4节 汇文楼H3-104
1-18周 星期四 11-12节 汇文楼H2-202"
0101920048,中国古典诗体研究与诗词创作,人文学院,2.0,36,粤海校区,,,,,,,,,,张晓伟,1-18周 星期三 第11-12节 汇文楼H3-304
0101920050,阅读心理学,人文学院,2.0,36,粤海校区,,,,,,,,,,詹勇,1-18周 星期二 第9-10节 汇文楼H5-101
0101920051,认知与学习障碍,人文学院,2.0,36,粤海校区,,,,,,,,,,董理,1-18周 星期四 第9-10节 汇文楼H3-201
0101920052,生命伦理学,人文学院,2.0,36,粤海校区,,,,,,,,,,王帅,1-18周 星期五 第3-4节 汇文楼H3-203
0101920057,体育中的中国近现代史,人文学院,2.0,36,丽湖校区,,,,,,,,,,"李兆旭,李兆旭","1-18周 星期二 第11-12节 南307
1-18周 星期四 第9-10节 汇文楼H3-203"
0101920061,教育研究方法,人文学院,2.0,36,粤海校区,,,,,,,,,,,1-18周 星期六 3-4节 汇文楼H3-201
0102140001,普通话与教师口语,人文学院,2.0,36,粤海校区,83.87666666666667,3.24,1.3333333333333333,3.0,7.5,0.0,51.333333333333336,100.0,100.0,郭琦,1-18周 星期四 第7-8节 师院A510
0102380001,《圣经》研究,人文学院,2.0,36,粤海校区,73.63,0.0,0.0,0.0,0.0,0.0,40.0,100.0,100.0,林艳,1-18周 星期二 第9-10节 汇文楼H3-303
0102520001,宋词鉴赏,人文学院,2.0,36,粤海校区,82.59,9.065,4.0,5.0,9.8,8.33,43.5,100.0,100.0,"唐小华,唐小华","1-18周 星期三 第11-12节 汇文楼H3-203
1-18周 星期三 13-14节 汇文楼H3-203"
0102550001,唐诗鉴赏,人文学院,2.0,36,粤海校区,82.88499999999999,6.28,3.0,5.0,10.0,2.56,44.5,100.0,100.0,"唐小华,唐小华","1-18周 星期四 第11-12节 汇文楼H3-402
1-18周 星期四 13-14节 汇文楼H3-402"
0102650001,外国文学（下）,人文学院,3.0,54,粤海校区,78.8875,0.0,0.0,0.0,0.0,0.0,98.5,100.0,100.0,"何志平,张霁,杨晓霞,柴婕","1-18周 星期三 第6-8节 汇文楼H1-101
1-18周 星期五 第3-5节 汇文楼H3-201
1-18周 星期二 第3-5节 汇文楼H3-103
1-18周 星期二 第6-8节 汇文楼H3-204"
0103000001,西方美学名著导读,人文学院,2.0,36,粤海校区,79.048,0.0,0.0,0.0,0.0,0.0,58.0,100.0,100.0,"陈海静,陈昊","1-18周 星期二 第9-10节 汇文楼H3-301
1-18周 星期一 第11-12节 汇文楼H3-303"
0103040001,西方文化概论,人文学院,2.0,36,粤海校区,80.91,2.085,3.5,4.0,2.56,1.61,171.0,100.0,100.0,葛欢欢,1-18周 星期五 第7-8节 汇文楼H3-201
0103060001,西方文论,人文学院,2.0,36,粤海校区,79.4575,1.435,2.5,9.0,5.17,0.0,84.75,100.0,100.0,"陈文,王晓华","1-18周 星期一 第9-10节 汇文楼H3-201
1-18周 星期三 第7-8节 汇文楼H3-204"
0103200001,先秦诸子学,人文学院,2.0,36,粤海校区,78.708,6.624,1.2,3.0,11.54,0.0,20.2,100.0,100.0,"冯骏豪,王顺然,王顺然","1-18周 星期三 13-14节 汇文楼H2-303
1-18周 星期四 第11-12节 汇文楼H3-403
1-18周 星期二 第11-12节 南404"
0103270001,现代汉语（下）,人文学院,4.0,72,粤海校区,78.81,0.945,1.0,2.0,1.89,0.0,141.5,100.0,100.0,"吴芳,朱嫣红","1-18周 星期一 第3-4节 汇文楼H3-302,1-18周 星期三 第3-4节 汇文楼H3-302
1-18周 星期二 第3-4节 汇文楼H3-202,1-18周 星期四 第3-4节 汇文楼H3-202"
0103730002,语文课程与教学论,人文学院,2.0,36,粤海校区,78.55,0.0,0.0,0.0,0.0,0.0,51.5,100.0,100.0,"郭琦,郭琦","1-18周 星期三 第7-8节 师院A408
1-18周 星期三 第9-10节 师院A408"
0103790001,中国古代文学（4）,人文学院,3.0,54,粤海校区,78.3925,1.3325,2.25,6.0,3.47,0.0,82.25,100.0,100.0,"赵建坤,赵建坤","1-18周 星期一 第3-5节 汇文楼H3-201
1-18周 星期二 第3-5节 汇文楼H3-203"
0104060001,中国古代文学经典赏析,人文学院,2.0,36,粤海校区,81.15,4.59,9.0,9.0,4.59,4.59,196.0,100.0,100.0,"左江,左江,左江","1-18周 星期一 第11-12节 汇文楼H3-204
1-18周 星期一 第11-12节 南413"
0104220001,中国文化概论,人文学院,2.0,36,粤海校区,71.89750000000001,7.55,2.0,3.0,11.11,0.0,33.0,100.0,100.0,"余树苹,余树苹","1-18周 星期二 第9-10节 汇文楼H2-204
1-18周 星期三 第9-10节 汇文楼H3-303"
0104290001,中国现代文学,人文学院,4.0,72,粤海校区,82.6975,1.2625,1.25,2.0,1.98,0.0,72.75,100.0,100.0,"曹清华,汤奇云","1-18周 星期二 第9-10节 汇文楼H3-402,1-18周 星期四 第9-10节 汇文楼H3-402
1-18周 星期二 第7-8节 汇文楼H3-102,1-18周 星期四 第3-4节 汇文楼H3-102"
0104300001,中国当代文学,人文学院,3.0,54,粤海校区,80.09333333333333,0.9633333333333334,1.0,1.0,1.39,0.65,112.0,100.0,100.0,"金文野,金文野,胡红英","1-18周 星期一 第11-13节 汇紫楼A307
1-18周 星期二 第11-13节 汇紫楼A307
1-18周 星期二 第7-9节 汇文楼H3-401"
0104520001,中外艺术作品鉴赏,人文学院,2.0,36,粤海校区,76.345,0.0,0.0,0.0,0.0,0.0,46.5,100.0,100.0,"陈文,陈文","1-18周 星期一 第11-12节 汇文楼H3-201
1-18周 星期二 第11-12节 南101"
0104730001,中西文化比较,人文学院,2.0,36,粤海校区,75.14,3.79,1.25,3.0,9.09,0.0,31.75,100.0,100.0,臧勇,1-18周 星期四 第11-12节 汇文楼H3-302
0104870001,语文微格教学,人文学院,2.0,36,粤海校区,82.365,11.54,1.5,3.0,23.08,0.0,23.5,100.0,100.0,郭琦,1-18周 星期五 第7-8节 师院A307
0105070001,基督教哲学,人文学院,2.0,36,粤海校区,68.515,2.38,0.5,1.0,4.76,0.0,22.0,100.0,100.0,葛欢欢,1-18周 星期二 第7-8节 汇文楼H2-205
0105220001,世界电影艺术专题,人文学院,2.0,36,粤海校区,75.21799999999999,5.45,1.8,3.0,10.0,0.0,38.6,100.0,100.0,何志平,1-18周 星期二 第9-10节 汇文楼H1-101
0105330001,当代外国文学作品选读,人文学院,2.0,36,粤海校区,78.505,0.0,0.0,0.0,0.0,0.0,171.5,100.0,100.0,柴婕,1-18周 星期五 第7-8节 汇文楼H3-104
0105340001,后殖民文学与文化,人文学院,2.0,36,粤海校区,,,,,,,,,,王伟均,1-18周 星期三 第9-10节 汇文楼H3-203
0105390001,世界三大宗教,人文学院,2.0,36,粤海校区,77.27000000000001,8.41,2.0,3.0,9.68,7.14,22.5,100.0,100.0,苏磊,1-18周 星期四 13-14节 汇文楼H3-202
0105460001,分析哲学,人文学院,2.0,36,粤海校区,78.69333333333334,2.563333333333333,0.3333333333333333,1.0,7.69,0.0,17.666666666666668,100.0,100.0,葛欢欢,1-18周 星期二 第9-10节 汇文楼H2-205
0105490002,逻辑与论辩,人文学院,2.0,36,粤海校区,74.24199999999999,3.096,2.8,8.0,6.25,0.0,84.6,100.0,100.0,陈星群,1-18周 星期二 第13-14节 汇文楼H3-204
0105500001,西方哲学导读,人文学院,2.0,36,丽湖校区,62.620000000000005,2.5,0.5,1.0,5.0,0.0,15.0,100.0,100.0,王帅,1-18周 星期一 第9-10节 南404
0105610001,马克思主义哲学史,人文学院,4.0,72,粤海校区,73.475,1.515,0.5,1.0,3.03,0.0,31.0,100.0,100.0,杨茂明,"1-18周 星期一 第7-8节 汇文楼H3-302,1-18周 星期三 第7-8节 汇文楼H3-302"
0105660001,西方哲学史（下）,人文学院,3.0,54,粤海校区,79.16499999999999,0.0,0.0,0.0,0.0,0.0,32.5,100.0,100.0,李䶮,1-18周 星期二 第3-5节 汇文楼H3-201
0105690001,中国哲学史（下）,人文学院,3.0,54,粤海校区,80.06,3.03,1.0,2.0,6.06,0.0,32.5,100.0,100.0,姜明泽,1-18周 星期五 第7-9节 汇文楼H3-304
0105700002,宗教社会学导论,人文学院,2.0,36,粤海校区,80.69,2.94,0.5,1.0,5.88,0.0,25.5,100.0,100.0,邵铁峰,1-18周 星期四 第9-10节 汇文楼H3-104
0105710001,金瓶梅人物写真,人文学院,2.0,36,粤海校区,78.078,6.312,16.8,35.0,11.55,3.41,242.2,100.0,100.0,左江,"5周,9周,13周 星期日 第9-10节 汇文楼H3-201"
0105740001,逻辑入门,人文学院,2.0,36,粤海校区,69.126,6.981999999999999,2.0,3.0,11.76,2.63,36.8,100.0,100.0,"臧勇,王帅,王帅","1-18周 星期二 第11-12节 汇文楼H3-303
1-18周 星期一 13-14节 南410
1-18周 星期四 第13-14节 南304"
0105790001,哲学经典选读,人文学院,2.0,36,粤海校区,75.35,5.025,1.0,1.0,5.88,4.17,20.5,100.0,100.0,王帅,1-18周 星期三 第9-10节 汇文楼H3-104
0105950001,伦理学,人文学院,4.0,72,粤海校区,74.83500000000001,1.725,0.5,1.0,3.45,0.0,29.0,100.0,100.0,王帅,"1-18周 星期五 第1-2节 汇文楼H3-103,1-18周 星期三 第3-4节 汇文楼H3-103"
0105960001,马克思主义哲学原著选读,人文学院,4.0,72,粤海校区,66.725,3.115,1.0,1.0,3.45,2.78,28.5,100.0,100.0,李泳梅,"1-18周 星期二 第3-4节 汇文楼H3-104,1-18周 星期四 第3-4节 汇文楼H3-104"
0106020001,中国古代史（下）,人文学院,4.0,72,粤海校区,72.175,0.0,0.0,0.0,0.0,0.0,41.5,100.0,100.0,孙晓莹,"1-18周 星期一 第3-4节 汇文楼H3-104,1-18周 星期三 第3-4节 汇文楼H3-104"
0106110001,考古学导论,人文学院,2.0,36,粤海校区,83.30333333333333,9.55,1.6666666666666667,2.0,18.18,3.33,23.0,100.0,100.0,常彧,1-18周 星期二 第7-8节 汇文楼H3-303
0106270002,西方中国文学研究名著导读,人文学院,2.0,36,粤海校区,85.71,14.29,2.0,2.0,14.29,14.29,14.0,100.0,100.0,沈一帆,1-18周 星期五 第3-4节 汇文楼H3-102
0106310002,诗词写作与吟诵,人文学院,2.0,36,粤海校区,78.13,6.25,3.0,3.0,6.25,6.25,48.0,100.0,100.0,徐晋如,"4周,8周,13周 星期六 11-12节 汇文楼H4-201"
0106440001,海德格尔哲学导论,人文学院,2.0,36,粤海校区,78.07,0.0,0.0,0.0,0.0,0.0,30.0,100.0,100.0,余洋,1-18周 星期四 第9-10节 汇文楼H3-102
0106450001,心灵哲学导论,人文学院,2.0,36,粤海校区,75.44999999999999,4.165,0.5,1.0,8.33,0.0,28.5,100.0,100.0,李䶮,1-18周 星期二 第7-8节 汇文楼H3-203
0106470001,“五四”新文化运动研究,人文学院,2.0,36,粤海校区,,,,,,,,,,彭鹏,1-18周 星期五 第1-2节 汇文楼H3-104
0106480001,清史专题,人文学院,2.0,36,粤海校区,,,,,,,,,,孙晓莹,1-18周 星期一 第9-10节 汇文楼H2-303
0106600001,哲学文献,人文学院,2.0,36,粤海校区,80.195,8.5425,1.25,2.0,12.5,6.67,14.5,100.0,100.0,李辰,1-18周 星期二 第9-10节 汇文楼H3-404
0106660001,现象学与诠释学,人文学院,2.0,36,粤海校区,83.5,0.0,0.0,0.0,0.0,0.0,18.0,100.0,100.0,赵东明,1-18周 星期四 第7-8节 汇文楼H3-104
0106780001,中国古代的学术与思想,人文学院,2.0,36,粤海校区,77.2575,7.8925,2.0,3.0,9.09,6.25,25.5,100.0,100.0,肖荣,1-18周 星期一 第11-12节 汇文楼H3-203
0106860001,清代名家诗导读,人文学院,2.0,36,粤海校区,82.47,2.2,1.0,1.0,3.57,0.83,74.0,100.0,100.0,沈金浩,1-18周 星期四 第9-10节 汇文楼H3-204
0106870001,小说名著与中国文化,人文学院,2.0,36,粤海校区,78.0275,2.4225,1.25,3.0,6.12,0.0,54.0,100.0,100.0,赵建坤,1-18周 星期二 第13-14节 汇文楼H3-201
0106970001,当代西方哲学主流,人文学院,2.0,36,粤海校区,67.2,0.0,0.0,0.0,0.0,0.0,15.0,100.0,100.0,王帅,1-18周 星期二 第9-10节 汇文楼H2-503
0106980001,形而上学,人文学院,2.0,36,粤海校区,66.055,2.38,0.5,1.0,4.76,0.0,17.0,100.0,100.0,陈星群,1-18周 星期二 第1-2节 汇文楼H3-104
0106990001,尼采思想研究,人文学院,2.0,36,粤海校区,83.37,5.086666666666667,1.0,2.0,10.0,0.0,23.0,100.0,100.0,杨茂明,1-18周 星期一 第11-12节 汇文楼H3-302
0107000001,数理逻辑,人文学院,2.0,36,粤海校区,66.77,0.0,0.0,0.0,0.0,0.0,13.0,100.0,100.0,胡浩,1-18周 星期三 第9-10节 汇文楼H3-304
0107080001,中华民国史,人文学院,2.0,36,粤海校区,68.0,9.09,2.0,2.0,9.09,9.09,22.0,100.0,100.0,李兆旭,1-18周 星期四 第11-12节 汇文楼H3-303
0107110001,《左传》,人文学院,2.0,36,粤海校区,74.50999999999999,18.56,5.5,8.0,20.45,16.67,29.0,100.0,100.0,梁立勇,1-18周 星期四 第3-4节 汇文楼H2-303
0107140001,《礼记》,人文学院,2.0,36,粤海校区,87.975,11.25,2.0,2.0,12.5,10.0,18.0,100.0,100.0,余树苹,1-18周 星期二 第7-8节 汇文楼H2-303
0107150001,《楚辞》,人文学院,2.0,36,粤海校区,82.44333333333333,16.476666666666667,3.333333333333333,4.0,20.0,13.64,20.33333333333333,100.0,100.0,李立,1-18周 星期四 第7-8节 汇文楼H2-303
0107170001,《文心雕龙》,人文学院,2.0,36,粤海校区,84.755,0.0,0.0,0.0,0.0,0.0,29.0,100.0,100.0,杨东林,1-18周 星期一 第7-8节 汇文楼H2-303
0107180001,《坛经》,人文学院,2.0,36,粤海校区,81.4,0.64,0.25,1.0,2.56,0.0,18.0,100.0,100.0,王兴国,1-18周 星期三 第3-4节 汇文楼H2-303
0107200002,柏拉图《对话录》,人文学院,2.0,36,粤海校区,84.0,10.0,1.0,1.0,10.0,10.0,10.0,100.0,100.0,陈星群,1-18周 星期二 第9-10节 汇文楼H2-504
0107440001,文史哲学生职业生涯规划,人文学院,1.0,18,粤海校区,81.89666666666666,7.596666666666667,4.0,9.0,8.33,7.14,54.333333333333336,100.0,100.0,弋灵,1-9周 星期五 第3-4节 汇文楼H3-103
0107450001,《资治通鉴》与传统政治文化,人文学院,2.0,36,粤海校区,73.9425,5.23,4.75,9.0,7.32,4.29,82.5,100.0,100.0,周萌,"6周,10周,15周 星期日 第7-8节 汇文楼H-03"
0107460001,西方文学经典,人文学院,2.0,36,丽湖校区,,,,,,,,,,"何志平,王伟均","1-18周 星期三 第11-12节 南101
1-18周 星期一 第9-10节 汇文楼H3-103"
0107470001,品诗论史,人文学院,2.0,36,粤海校区,76.71000000000001,4.932,5.8,12.0,9.38,0.0,117.0,100.0,100.0,"章必功,陈雅新","6周,10周,15周 星期日 第11-12节 汇文楼H-03"
0107490001,港台地区发展史,人文学院,2.0,36,粤海校区,79.775,13.49,2.25,3.0,17.65,7.14,16.25,100.0,100.0,黄壮钊,1-18周 星期二 第9-10节 汇文楼H3-304
0107570001,历史学论文写作,人文学院,2.0,36,粤海校区,82.64750000000001,9.48,2.0,4.0,12.5,6.25,19.75,100.0,100.0,肖荣,1-18周 星期一 第7-8节 汇文楼H3-104
0107640001,中国史学史,人文学院,3.0,54,粤海校区,82.8,16.0,4.0,4.0,16.0,16.0,25.0,100.0,100.0,肖荣,1-18周 星期二 第3-5节 汇文楼H3-303
0107660001,世界近现代史（下）,人文学院,3.0,54,粤海校区,80.98,0.0,0.0,0.0,0.0,0.0,31.0,100.0,100.0,叶亢,1-18周 星期二 第7-9节 汇文楼H2-203
0107680001,史学概论,人文学院,3.0,54,粤海校区,76.71333333333332,1.7233333333333334,1.0,3.0,5.17,0.0,40.333333333333336,100.0,100.0,"刘砚月,刘砚月,张小也,张小也","1-18周 星期五 第3-5节 汇文楼H3-304
1-18周 星期五 第7-9节 汇文楼H3-103
1-18周 星期一 第3-5节 汇文楼H3-203
1-18周 星期三 第3-5节 汇文楼H3-102"
0107690001,历史文献学,人文学院,3.0,54,粤海校区,79.13499999999999,5.17,1.5,3.0,10.34,0.0,30.5,100.0,100.0,郭晨晖,1-18周 星期五 第3-5节 汇文楼H3-202
0107800001,唐宋词之美,人文学院,2.0,36,粤海校区,72.025,9.1,4.5,5.0,10.0,8.2,50.5,100.0,100.0,徐晋如,1-18周 星期三 第11-12节 汇文楼H3-302
0107810001,《贞观政要》与儒家理想,人文学院,2.0,36,粤海校区,85.1,5.375,2.5,4.0,6.9,3.85,42.0,100.0,100.0,周萌,1-18周 星期五 第7-8节 汇文楼H3-204
0107830001,政治哲学研究,人文学院,2.0,36,粤海校区,83.64,6.666666666666667,1.0,3.0,20.0,0.0,12.0,100.0,100.0,张以明,1-18周 星期一 第9-10节 汇文楼H3-102
0111420001,先秦史专题及史料学,人文学院,2.0,36,粤海校区,79.19,9.38,3.0,3.0,9.38,9.38,32.0,100.0,100.0,郭晨晖,1-18周 星期五 第9-10节 汇文楼H3-102
0111540001,王阳明传习录,人文学院,2.0,36,粤海校区,,,,,,,,,,黎业明,1-18周 星期二 第11-12节 汇文楼H3-201
0111580001,史记与古代文明,人文学院,2.0,36,丽湖校区,75.02,10.21,5.0,9.0,16.67,0.0,60.4,100.0,100.0,牛鹏涛,"6周,10周,15周 星期日 第9-12节 南410"
0111690001,《昭明文选》,人文学院,2.0,36,粤海校区,,,,,,,,,,杨东林,1-18周 星期三 第7-8节 汇文楼H2-303
0111710001,《汉书》,人文学院,2.0,36,粤海校区,83.29,8.47,5.0,5.0,8.47,8.47,59.0,100.0,100.0,常彧,1-18周 星期三 第7-8节 汇文楼H2-204
0111720001,《杜诗》,人文学院,2.0,36,粤海校区,,,,,,,,,,刘尊明,1-18周 星期二 第9-10节 汇文楼H2-303
0111730001,老子的智慧,人文学院,2.0,36,粤海校区,75.848,9.71,8.6,26.0,19.4,4.0,68.4,100.0,100.0,臧勇,"5周,9周,13周 星期六 第11-12节 汇文楼H-03"
0111750001,现代语言学流派,人文学院,2.0,36,粤海校区,86.345,8.45,2.5,3.0,10.0,6.9,29.5,100.0,100.0,纪瑛琳,1-18周 星期三 第7-8节 汇文楼H3-203
0111780001,生命伦理学导论,人文学院,2.0,36,丽湖校区,80.86,14.075,9.5,12.0,15.19,12.96,66.5,100.0,100.0,王帅,1-18周 星期四 第11-12节 南304
0111810001,佛教哲学经典选读,人文学院,2.0,36,粤海校区,68.705,6.52,1.5,3.0,13.04,0.0,18.0,100.0,100.0,李曈,1-18周 星期四 第9-10节 汇文楼H3-103
0111820001,禅的智慧,人文学院,2.0,36,粤海校区,79.79333333333334,7.903333333333333,4.333333333333333,7.0,8.33,7.69,55.333333333333336,100.0,100.0,"李曈,李曈","1-18周 星期四 第11-12节 汇文楼H3-304
1-18周 星期一 第11-12节 南307"
0111830001,看电影，读哲学,人文学院,2.0,36,粤海校区,70.98,2.9575,3.75,7.0,4.83,1.67,127.0,100.0,100.0,余洋,"4周,9周,13周 星期日 第11-12节 汇文楼H3-202"
0111840001,古琴初级,人文学院,3.0,54,粤海校区,84.24666666666667,6.363333333333333,0.6666666666666666,1.0,10.0,0.0,10.333333333333334,100.0,100.0,马骁,"1-18周 星期三 第11-11节 国学院古琴室,1-18周 星期三 第12-13节 国学院古琴室"
0111850001,古琴进阶,人文学院,3.0,54,粤海校区,87.56,22.22,2.0,2.0,22.22,22.22,9.0,100.0,100.0,马骁,"1-18周 星期四 第11-11节 国学院古琴室,1-18周 星期四 第12-13节 国学院古琴室"
0111880001,哲学典故与哲理,人文学院,2.0,36,粤海校区,76.725,7.67,1.5,2.0,9.09,6.25,21.5,100.0,100.0,"王帅,王帅","1-18周 星期三 11-12节 汇文楼H2-404
1-18周 星期一 11-12节 南410"
0111890001,中国哲学名著导读,人文学院,2.0,36,粤海校区,73.13,14.835,2.5,3.0,15.38,14.29,17.0,100.0,100.0,李辰,1-18周 星期三 第13-14节 汇文楼H3-201
0111930001,中国近现代史（下）,人文学院,3.0,54,粤海校区,,,,,,,,,,彭鹏,1-18周 星期五 第3-5节 汇文楼H3-303
0111950001,世界古代史（下）,人文学院,3.0,54,粤海校区,79.97,0.0,0.0,0.0,0.0,0.0,30.0,100.0,100.0,蔡伟杰,1-18周 星期三 第7-9节 汇文楼H3-401
0111970001,批判性思维,人文学院,2.0,36,粤海校区,66.555,0.0,0.0,0.0,0.0,0.0,31.5,100.0,100.0,陈星群,1-18周 星期二 第11-12节 汇文楼H3-204
0112010001,中国哲学经典选读,人文学院,2.0,36,粤海校区,76.69,0.0,0.0,0.0,0.0,0.0,18.5,100.0,100.0,"冯骏豪,王顺然","1-18周 星期四 第11-12节 汇文楼H3-204
1-18周 星期二 9-10节 南408"
0112030001,古文字学导论,人文学院,3.0,54,丽湖校区,77.98,11.160000000000002,4.666666666666667,6.0,16.0,7.14,46.0,100.0,100.0,牛鹏涛,"15周 星期日 第7-8节 南410,6周,10周,15周 星期日 第13-14节 南410"
0411850001,现代心理学与传统心学,人文学院,2.0,36,粤海校区,81.74333333333334,7.826666666666667,3.0,6.0,9.84,4.55,35.0,100.0,100.0,苏磊,1-18周 星期四 第11-12节 汇文楼H3-202
0412070001,幸福论,人文学院,2.0,36,粤海校区,81.91,4.245,1.5,3.0,9.38,0.0,33.0,100.0,100.0,陈雅文,1-18周 星期三 第11-12节 汇文楼H3-303
0412090001,魏晋玄学,人文学院,2.0,36,粤海校区,79.84333333333333,8.776666666666666,1.6666666666666667,2.0,10.0,8.0,19.666666666666668,100.0,100.0,周磊,1-18周 星期三 第11-12节 汇文楼H3-204
0412100001,中西戏剧赏析入门,人文学院,2.0,36,粤海校区,81.41333333333334,14.52,5.666666666666667,11.0,16.67,10.71,38.0,100.0,100.0,"陈雅新,陈雅新","1-18周 星期二 第11-12节 汇文楼H3-202
1-18周 星期二 第13-14节 汇文楼H3-202"
